item,example_id,criterion_name,ai_score,gold_score,max_score,ai_output,heatmap_file,question_key,question,teacher_id,rating_1_to_5
1,410_c0,Supervised Learning,2.5,2,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/410_c0.png,explanation_clear,The highlighted regions / justification make it clear WHY this score was given.,tid2,4
1,410_c0,Supervised Learning,2.5,2,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/410_c0.png,explanation_faithful,The highlighted regions match what I would look at when grading this criterion.,tid2,5
1,410_c0,Supervised Learning,2.5,2,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/410_c0.png,useful_workflow,This explanation would be useful in my own grading workflow.,tid2,3
1,410_c0,Supervised Learning,2.5,2,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/410_c0.png,would_adopt,"I would accept AI pre-grading with this kind of explanation, with teacher override.",tid2,3
2,27_c1,Purpose of Quantization,2.5,2.5,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/27_c1.png,trust_score,I trust the score this AI assigned.,tid2,3
2,27_c1,Purpose of Quantization,2.5,2.5,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/27_c1.png,explanation_clear,The highlighted regions / justification make it clear WHY this score was given.,tid2,4
2,27_c1,Purpose of Quantization,2.5,2.5,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/27_c1.png,explanation_faithful,The highlighted regions match what I would look at when grading this criterion.,tid2,4
2,27_c1,Purpose of Quantization,2.5,2.5,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/27_c1.png,useful_workflow,This explanation would be useful in my own grading workflow.,tid2,4
2,27_c1,Purpose of Quantization,2.5,2.5,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/27_c1.png,would_adopt,"I would accept AI pre-grading with this kind of explanation, with teacher override.",tid2,3
3,39_c2,Max-Lloyd Algorithm Explanation,2.5,1.5,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/39_c2.png,trust_score,I trust the score this AI assigned.,tid2,4
3,39_c2,Max-Lloyd Algorithm Explanation,2.5,1.5,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/39_c2.png,explanation_clear,The highlighted regions / justification make it clear WHY this score was given.,tid2,4
3,39_c2,Max-Lloyd Algorithm Explanation,2.5,1.5,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/39_c2.png,explanation_faithful,The highlighted regions match what I would look at when grading this criterion.,tid2,4
3,39_c2,Max-Lloyd Algorithm Explanation,2.5,1.5,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/39_c2.png,useful_workflow,This explanation would be useful in my own grading workflow.,tid2,4
3,39_c2,Max-Lloyd Algorithm Explanation,2.5,1.5,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/39_c2.png,would_adopt,"I would accept AI pre-grading with this kind of explanation, with teacher override.",tid2,3
4,169_c1,Explanation of normal forms(3),2,3,3,"{""score"": 2.0, ""justification"": ""Score 2 based on the rubric.""}",heatmaps/169_c1.png,trust_score,I trust the score this AI assigned.,tid2,2
4,169_c1,Explanation of normal forms(3),2,3,3,"{""score"": 2.0, ""justification"": ""Score 2 based on the rubric.""}",heatmaps/169_c1.png,explanation_clear,The highlighted regions / justification make it clear WHY this score was given.,tid2,1
4,169_c1,Explanation of normal forms(3),2,3,3,"{""score"": 2.0, ""justification"": ""Score 2 based on the rubric.""}",heatmaps/169_c1.png,explanation_faithful,The highlighted regions match what I would look at when grading this criterion.,tid2,1
4,169_c1,Explanation of normal forms(3),2,3,3,"{""score"": 2.0, ""justification"": ""Score 2 based on the rubric.""}",heatmaps/169_c1.png,useful_workflow,This explanation would be useful in my own grading workflow.,tid2,3
4,169_c1,Explanation of normal forms(3),2,3,3,"{""score"": 2.0, ""justification"": ""Score 2 based on the rubric.""}",heatmaps/169_c1.png,would_adopt,"I would accept AI pre-grading with this kind of explanation, with teacher override.",tid2,2
5,420_c3,"Example, Overall Clarity & Structure",2.5,2,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/420_c3.png,trust_score,I trust the score this AI assigned.,tid2,4
5,420_c3,"Example, Overall Clarity & Structure",2.5,2,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/420_c3.png,explanation_clear,The highlighted regions / justification make it clear WHY this score was given.,tid2,4
5,420_c3,"Example, Overall Clarity & Structure",2.5,2,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/420_c3.png,explanation_faithful,The highlighted regions match what I would look at when grading this criterion.,tid2,3
5,420_c3,"Example, Overall Clarity & Structure",2.5,2,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/420_c3.png,useful_workflow,This explanation would be useful in my own grading workflow.,tid2,3
5,420_c3,"Example, Overall Clarity & Structure",2.5,2,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/420_c3.png,would_adopt,"I would accept AI pre-grading with this kind of explanation, with teacher override.",tid2,3
6,337_c1,Step-by-Step Procedure,3,4,4,"{""score"": 3.0, ""justification"": ""Score 3 based on the rubric.""}",heatmaps/337_c1.png,trust_score,I trust the score this AI assigned.,tid2,3
6,337_c1,Step-by-Step Procedure,3,4,4,"{""score"": 3.0, ""justification"": ""Score 3 based on the rubric.""}",heatmaps/337_c1.png,explanation_clear,The highlighted regions / justification make it clear WHY this score was given.,tid2,4
6,337_c1,Step-by-Step Procedure,3,4,4,"{""score"": 3.0, ""justification"": ""Score 3 based on the rubric.""}",heatmaps/337_c1.png,explanation_faithful,The highlighted regions match what I would look at when grading this criterion.,tid2,4
6,337_c1,Step-by-Step Procedure,3,4,4,"{""score"": 3.0, ""justification"": ""Score 3 based on the rubric.""}",heatmaps/337_c1.png,useful_workflow,This explanation would be useful in my own grading workflow.,tid2,3
6,337_c1,Step-by-Step Procedure,3,4,4,"{""score"": 3.0, ""justification"": ""Score 3 based on the rubric.""}",heatmaps/337_c1.png,would_adopt,"I would accept AI pre-grading with this kind of explanation, with teacher override.",tid2,3
7,475_c2,Comparision,0,4,4,"{""score"": 0.0, ""justification"": ""Score 0 based on the rubric.""}",heatmaps/475_c2.png,trust_score,I trust the score this AI assigned.,tid2,2
7,475_c2,Comparision,0,4,4,"{""score"": 0.0, ""justification"": ""Score 0 based on the rubric.""}",heatmaps/475_c2.png,explanation_clear,The highlighted regions / justification make it clear WHY this score was given.,tid2,3
7,475_c2,Comparision,0,4,4,"{""score"": 0.0, ""justification"": ""Score 0 based on the rubric.""}",heatmaps/475_c2.png,explanation_faithful,The highlighted regions match what I would look at when grading this criterion.,tid2,2
7,475_c2,Comparision,0,4,4,"{""score"": 0.0, ""justification"": ""Score 0 based on the rubric.""}",heatmaps/475_c2.png,useful_workflow,This explanation would be useful in my own grading workflow.,tid2,2
7,475_c2,Comparision,0,4,4,"{""score"": 0.0, ""justification"": ""Score 0 based on the rubric.""}",heatmaps/475_c2.png,would_adopt,"I would accept AI pre-grading with this kind of explanation, with teacher override.",tid2,3
8,316_c2,Importance of Data Mining Marks=(4),4,4,4,"{""score"": 4.0, ""justification"": ""Score 4 based on the rubric.""}",heatmaps/316_c2.png,trust_score,I trust the score this AI assigned.,tid2,3
8,316_c2,Importance of Data Mining Marks=(4),4,4,4,"{""score"": 4.0, ""justification"": ""Score 4 based on the rubric.""}",heatmaps/316_c2.png,explanation_clear,The highlighted regions / justification make it clear WHY this score was given.,tid2,3
8,316_c2,Importance of Data Mining Marks=(4),4,4,4,"{""score"": 4.0, ""justification"": ""Score 4 based on the rubric.""}",heatmaps/316_c2.png,explanation_faithful,The highlighted regions match what I would look at when grading this criterion.,tid2,3
8,316_c2,Importance of Data Mining Marks=(4),4,4,4,"{""score"": 4.0, ""justification"": ""Score 4 based on the rubric.""}",heatmaps/316_c2.png,useful_workflow,This explanation would be useful in my own grading workflow.,tid2,2
8,316_c2,Importance of Data Mining Marks=(4),4,4,4,"{""score"": 4.0, ""justification"": ""Score 4 based on the rubric.""}",heatmaps/316_c2.png,would_adopt,"I would accept AI pre-grading with this kind of explanation, with teacher override.",tid2,3
9,316_def,Definition of Data Mining,3,3,4,"{""score"": 3.0, ""justification"": ""Score 3 based on the rubric.""}",heatmaps/316_def.png,trust_score,I trust the score this AI assigned.,tid2,2
9,316_def,Definition of Data Mining,3,3,4,"{""score"": 3.0, ""justification"": ""Score 3 based on the rubric.""}",heatmaps/316_def.png,explanation_clear,The highlighted regions / justification make it clear WHY this score was given.,tid2,3
9,316_def,Definition of Data Mining,3,3,4,"{""score"": 3.0, ""justification"": ""Score 3 based on the rubric.""}",heatmaps/316_def.png,explanation_faithful,The highlighted regions match what I would look at when grading this criterion.,tid2,2
9,316_def,Definition of Data Mining,3,3,4,"{""score"": 3.0, ""justification"": ""Score 3 based on the rubric.""}",heatmaps/316_def.png,useful_workflow,This explanation would be useful in my own grading workflow.,tid2,3
9,316_def,Definition of Data Mining,3,3,4,"{""score"": 3.0, ""justification"": ""Score 3 based on the rubric.""}",heatmaps/316_def.png,would_adopt,"I would accept AI pre-grading with this kind of explanation, with teacher override.",tid2,3
10,39_c0,Definition of Quantization,2.5,2,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/39_c0.png,trust_score,I trust the score this AI assigned.,tid2,4
10,39_c0,Definition of Quantization,2.5,2,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/39_c0.png,explanation_clear,The highlighted regions / justification make it clear WHY this score was given.,tid2,4
10,39_c0,Definition of Quantization,2.5,2,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/39_c0.png,explanation_faithful,The highlighted regions match what I would look at when grading this criterion.,tid2,4
10,39_c0,Definition of Quantization,2.5,2,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/39_c0.png,useful_workflow,This explanation would be useful in my own grading workflow.,tid2,4
10,39_c0,Definition of Quantization,2.5,2,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/39_c0.png,would_adopt,"I would accept AI pre-grading with this kind of explanation, with teacher override.",tid2,3
1,410_c0,Supervised Learning,2.5,2,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/410_c0.png,trust_score,I trust the score this AI assigned.,tid3,5
1,410_c0,Supervised Learning,2.5,2,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/410_c0.png,explanation_clear,The highlighted regions / justification make it clear WHY this score was given.,tid3,4
1,410_c0,Supervised Learning,2.5,2,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/410_c0.png,explanation_faithful,The highlighted regions match what I would look at when grading this criterion.,tid3,4
1,410_c0,Supervised Learning,2.5,2,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/410_c0.png,useful_workflow,This explanation would be useful in my own grading workflow.,tid3,5
1,410_c0,Supervised Learning,2.5,2,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/410_c0.png,would_adopt,"I would accept AI pre-grading with this kind of explanation, with teacher override.",tid3,5
2,27_c1,Purpose of Quantization,2.5,2.5,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/27_c1.png,trust_score,I trust the score this AI assigned.,tid3,5
2,27_c1,Purpose of Quantization,2.5,2.5,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/27_c1.png,explanation_clear,The highlighted regions / justification make it clear WHY this score was given.,tid3,4
2,27_c1,Purpose of Quantization,2.5,2.5,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/27_c1.png,explanation_faithful,The highlighted regions match what I would look at when grading this criterion.,tid3,4
2,27_c1,Purpose of Quantization,2.5,2.5,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/27_c1.png,useful_workflow,This explanation would be useful in my own grading workflow.,tid3,5
2,27_c1,Purpose of Quantization,2.5,2.5,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/27_c1.png,would_adopt,"I would accept AI pre-grading with this kind of explanation, with teacher override.",tid3,5
3,39_c2,Max-Lloyd Algorithm Explanation,2.5,1.5,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/39_c2.png,trust_score,I trust the score this AI assigned.,tid3,4
3,39_c2,Max-Lloyd Algorithm Explanation,2.5,1.5,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/39_c2.png,explanation_clear,The highlighted regions / justification make it clear WHY this score was given.,tid3,4
3,39_c2,Max-Lloyd Algorithm Explanation,2.5,1.5,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/39_c2.png,explanation_faithful,The highlighted regions match what I would look at when grading this criterion.,tid3,5
3,39_c2,Max-Lloyd Algorithm Explanation,2.5,1.5,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/39_c2.png,useful_workflow,This explanation would be useful in my own grading workflow.,tid3,4
3,39_c2,Max-Lloyd Algorithm Explanation,2.5,1.5,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/39_c2.png,would_adopt,"I would accept AI pre-grading with this kind of explanation, with teacher override.",tid3,5
4,169_c1,Explanation of normal forms(3),2,3,3,"{""score"": 2.0, ""justification"": ""Score 2 based on the rubric.""}",heatmaps/169_c1.png,trust_score,I trust the score this AI assigned.,tid3,5
4,169_c1,Explanation of normal forms(3),2,3,3,"{""score"": 2.0, ""justification"": ""Score 2 based on the rubric.""}",heatmaps/169_c1.png,explanation_clear,The highlighted regions / justification make it clear WHY this score was given.,tid3,5
4,169_c1,Explanation of normal forms(3),2,3,3,"{""score"": 2.0, ""justification"": ""Score 2 based on the rubric.""}",heatmaps/169_c1.png,explanation_faithful,The highlighted regions match what I would look at when grading this criterion.,tid3,4
4,169_c1,Explanation of normal forms(3),2,3,3,"{""score"": 2.0, ""justification"": ""Score 2 based on the rubric.""}",heatmaps/169_c1.png,useful_workflow,This explanation would be useful in my own grading workflow.,tid3,5
4,169_c1,Explanation of normal forms(3),2,3,3,"{""score"": 2.0, ""justification"": ""Score 2 based on the rubric.""}",heatmaps/169_c1.png,would_adopt,"I would accept AI pre-grading with this kind of explanation, with teacher override.",tid3,5
5,420_c3,"Example, Overall Clarity & Structure",2.5,2,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/420_c3.png,trust_score,I trust the score this AI assigned.,tid3,4
5,420_c3,"Example, Overall Clarity & Structure",2.5,2,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/420_c3.png,explanation_clear,The highlighted regions / justification make it clear WHY this score was given.,tid3,5
5,420_c3,"Example, Overall Clarity & Structure",2.5,2,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/420_c3.png,explanation_faithful,The highlighted regions match what I would look at when grading this criterion.,tid3,4
5,420_c3,"Example, Overall Clarity & Structure",2.5,2,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/420_c3.png,useful_workflow,This explanation would be useful in my own grading workflow.,tid3,5
5,420_c3,"Example, Overall Clarity & Structure",2.5,2,2.5,"{""score"": 2.5, ""justification"": ""Score 2.5 based on the rubric.""}",heatmaps/420_c3.png,would_adopt,"I would accept AI pre-grading with this kind of explanation, with teacher override.",tid3,4
6,337_c1,Step-by-Step Procedure,3,4,4,"{""score"": 3.0, ""justification"": ""Score 3 based on the rubric.""}",heatmaps/337_c1.png,trust_score,I trust the score this AI assigned.,tid3,4
6,337_c1,Step-by-Step Procedure,3,4,4,"{""score"": 3.0, ""justification"": ""Score 3 based on the rubric.""}",heatmaps/337_c1.png,explanation_clear,The highlighted regions / justification make it clear WHY this score was given.,tid3,4
