example_id,criterion_index,criterion_name,max_score,rater_id,score,answer_id,image_file,question,model_answer,rubric_levels
37_c0,0,Definition of Quantization,2.5,rater2,,37,images/37.png,What is the purpose of quantization in image processing? Describe the role of the Max-Lloyd algorithm in minimizing distortion.,"Definition / Purpose of Quantization:
Quantization is the process of converting a continuous range of pixel intensity values into a finite number of discrete levels. It is a fundamental step in digital image processing.
Purpose of Quantization:
The main purposes of quantization are:

Data Reduction: It reduces the number of bits required to store image data by limiting intensity levels.
Image Compression: It plays a key role in compression techniques such as JPEG by reducing redundancy.
Simplification: It simplifies image processing and analysis by reducing the range of pixel values.
Role of Max-Lloyd Algorithm

The Max-Lloyd algorithm is an iterative optimization technique used to design an efficient quantizer by minimizing distortion, typically measured using Mean Squared Error (MSE).
It improves quantization by adapting the quantization levels based on the statistical distribution of image data.
Role of Max-Lloyd Algorithm:
The Max-Lloyd algorithm is an optimization technique used to design an efficient quantizer by minimizing distortion, typically measured using Mean Squared Error (MSE). it is used to minimize quantization error (Mean Squared Error). It optimizes quantization levels based on data distribution using:
             1. Boundary Condition: Decision boundaries are midpoints between levels
             2. Centroid Condition: Each level equals the mean of assigned values
This iterative optimization reduces distortion and improves representation accuracy.
Rubrics for Digital Image Processing ","Excellent (2.5): Clearly defines quantization as mapping continuous values to discrete levels AND mentions image/pixel context | Good (2): Defines quantization correctly but lacks context (e.g., image or pixels not mentioned) | Average (1.5): Mentions discretization but unclear or partially incorrect | Poor (1): No definition OR completely incorrect concept"
37_c1,1,Purpose of Quantization,2.5,rater2,,37,images/37.png,What is the purpose of quantization in image processing? Describe the role of the Max-Lloyd algorithm in minimizing distortion.,"Definition / Purpose of Quantization:
Quantization is the process of converting a continuous range of pixel intensity values into a finite number of discrete levels. It is a fundamental step in digital image processing.
Purpose of Quantization:
The main purposes of quantization are:

Data Reduction: It reduces the number of bits required to store image data by limiting intensity levels.
Image Compression: It plays a key role in compression techniques such as JPEG by reducing redundancy.
Simplification: It simplifies image processing and analysis by reducing the range of pixel values.
Role of Max-Lloyd Algorithm

The Max-Lloyd algorithm is an iterative optimization technique used to design an efficient quantizer by minimizing distortion, typically measured using Mean Squared Error (MSE).
It improves quantization by adapting the quantization levels based on the statistical distribution of image data.
Role of Max-Lloyd Algorithm:
The Max-Lloyd algorithm is an optimization technique used to design an efficient quantizer by minimizing distortion, typically measured using Mean Squared Error (MSE). it is used to minimize quantization error (Mean Squared Error). It optimizes quantization levels based on data distribution using:
             1. Boundary Condition: Decision boundaries are midpoints between levels
             2. Centroid Condition: Each level equals the mean of assigned values
This iterative optimization reduces distortion and improves representation accuracy.
Rubrics for Digital Image Processing ","Excellent (2.5): Mentions at least 2–3 correct purposes (compression, storage reduction, simplification) with explanation | Good (2): Mentions 1–2 correct purposes but limited explanation | Average (1.5): Few purposes mentioned with limited understanding | Poor (1): No valid purpose stated"
37_c2,2,Max-Lloyd Algorithm Explanation,2.5,rater2,,37,images/37.png,What is the purpose of quantization in image processing? Describe the role of the Max-Lloyd algorithm in minimizing distortion.,"Definition / Purpose of Quantization:
Quantization is the process of converting a continuous range of pixel intensity values into a finite number of discrete levels. It is a fundamental step in digital image processing.
Purpose of Quantization:
The main purposes of quantization are:

Data Reduction: It reduces the number of bits required to store image data by limiting intensity levels.
Image Compression: It plays a key role in compression techniques such as JPEG by reducing redundancy.
Simplification: It simplifies image processing and analysis by reducing the range of pixel values.
Role of Max-Lloyd Algorithm

The Max-Lloyd algorithm is an iterative optimization technique used to design an efficient quantizer by minimizing distortion, typically measured using Mean Squared Error (MSE).
It improves quantization by adapting the quantization levels based on the statistical distribution of image data.
Role of Max-Lloyd Algorithm:
The Max-Lloyd algorithm is an optimization technique used to design an efficient quantizer by minimizing distortion, typically measured using Mean Squared Error (MSE). it is used to minimize quantization error (Mean Squared Error). It optimizes quantization levels based on data distribution using:
             1. Boundary Condition: Decision boundaries are midpoints between levels
             2. Centroid Condition: Each level equals the mean of assigned values
This iterative optimization reduces distortion and improves representation accuracy.
Rubrics for Digital Image Processing ",Excellent (2.5): Clearly explains optimization goal (minimizing distortion/MSE) AND adaptive level selection | Good (2): Mentions algorithm and distortion but lacks clarity on how it works | Average (1.5): Mentions algorithm name only OR unclear explanation | Poor (1): Not mentioned or incorrect
37_c3,3,Boundary & Centroid Conditions,2.5,rater2,,37,images/37.png,What is the purpose of quantization in image processing? Describe the role of the Max-Lloyd algorithm in minimizing distortion.,"Definition / Purpose of Quantization:
Quantization is the process of converting a continuous range of pixel intensity values into a finite number of discrete levels. It is a fundamental step in digital image processing.
Purpose of Quantization:
The main purposes of quantization are:

Data Reduction: It reduces the number of bits required to store image data by limiting intensity levels.
Image Compression: It plays a key role in compression techniques such as JPEG by reducing redundancy.
Simplification: It simplifies image processing and analysis by reducing the range of pixel values.
Role of Max-Lloyd Algorithm

The Max-Lloyd algorithm is an iterative optimization technique used to design an efficient quantizer by minimizing distortion, typically measured using Mean Squared Error (MSE).
It improves quantization by adapting the quantization levels based on the statistical distribution of image data.
Role of Max-Lloyd Algorithm:
The Max-Lloyd algorithm is an optimization technique used to design an efficient quantizer by minimizing distortion, typically measured using Mean Squared Error (MSE). it is used to minimize quantization error (Mean Squared Error). It optimizes quantization levels based on data distribution using:
             1. Boundary Condition: Decision boundaries are midpoints between levels
             2. Centroid Condition: Each level equals the mean of assigned values
This iterative optimization reduces distortion and improves representation accuracy.
Rubrics for Digital Image Processing ",Excellent (2.5): Clearly explains BOTH conditions with correct meaning | Good (2): Explains only one condition correctly | Average (1.5): Mentions both but incorrectly or vaguely | Poor (1): Not mentioned
12_c0,0,Importance of R² and Variability (eg. 0.85 or 85%) explained by the model,3.0,rater2,,12,images/12.png,"Explain the meaning of R² in regression analysis, interpret values such as R² ≈ 1, R² ≈ 0, and R² < 0, and discuss how Adjusted R² helps in model comparison and addressing overfitting.",Rubrics for Machine Learning,"Excellent (3): Clearly explains R² as proportion of variance explained and Clearly explains multiple roles (model fit, reliability, explanation power) | Good (2): Partial or vague explanation and Explains some importance but lacks depth | Average (1): Basic idea mentioned but lacks clarity | Poor (0): Incorrect or no explanation"
12_c1,1,"Mathematical Expression & Interpretation and Evaluate model performance by               R² ≈ 1 → very good fit 
R² ≈ 0 → poor fit 
R²<0 → model is worse than just using the mean",3.0,rater2,,12,images/12.png,"Explain the meaning of R² in regression analysis, interpret values such as R² ≈ 1, R² ≈ 0, and R² < 0, and discuss how Adjusted R² helps in model comparison and addressing overfitting.",Rubrics for Machine Learning,"Excellent (3): Correct formula and proper interpretation of values (0–1, meaning) | Good (2): Formula or interpretation partially correct | Average (1): Basic idea mentioned with weak understanding | Poor (0): Incorrect or missing answer"
12_c2,2,Critical Insight (Limitations / Adjusted R²) and higher R² strengthens confidence,3.0,rater2,,12,images/12.png,"Explain the meaning of R² in regression analysis, interpret values such as R² ≈ 1, R² ≈ 0, and R² < 0, and discuss how Adjusted R² helps in model comparison and addressing overfitting.",Rubrics for Machine Learning,"Excellent (3): Mentions limitations (e.g., overfitting) or adjusted R² | Good (2): Mentions but not clearly explained | Average (1): Only mentions same key with limited understanding | Poor (0): Incorrect or missing answer"
12_c3,3,Enables comparison between models and overfitting issues,3.0,rater2,,12,images/12.png,"Explain the meaning of R² in regression analysis, interpret values such as R² ≈ 1, R² ≈ 0, and R² < 0, and discuss how Adjusted R² helps in model comparison and addressing overfitting.",Rubrics for Machine Learning,"Excellent (3): Clarity & Organization | Good (2): Well-structured, clear, logical answer | Average (1): Basic idea mentioned with weak understanding | Poor (0): Incorrect auction type or no answer"
247_c0,0,Identification of Layers (2 Marks),2.0,rater2,,247,images/247.png,Q19: describe the 7 layers of OSI model (10 Marks),"The OSI (Open Systems Interconnection) model is a conceptual framework that divides network communication into seven layers, each responsible for a specific function. This layered approach helps in understanding, designing, and troubleshooting network systems.
OSI Model Diagram
+---------------------+
| 7. Application      |
+---------------------+
| 6. Presentation     |
+---------------------+
| 5. Session          |
+---------------------+
| 4. Transport        |
+---------------------+
| 3. Network          |
+---------------------+
| 2. Data Link        |
+---------------------+
| 1. Physical         |
+---------------------+
1. Physical Layer
The Physical layer is responsible for transmitting raw bits over a physical medium. It deals with hardware components such as cables, connectors, and electrical signals, ensuring that data is physically sent from one device to another.

2. Data Link Layer
The Data Link layer ensures reliable communication between directly connected devices by organizing data into frames and performing error detection. It also uses MAC addresses to identify devices within the same network.

3. Network Layer
The Network layer handles logical addressing and routing, determining the best path for data packets to travel from the source to the destination across multiple networks. Protocols such as IP operate at this layer.

4. Transport Layer
The Transport layer provides reliable data transfer through segmentation, flow control, and error recovery. It uses protocols like TCP for reliable communication and UDP for faster, connectionless transmission.

5. Session Layer
The Session layer is responsible for establishing, managing, and terminating communication sessions between applications. It maintains synchronization and controls the dialog during data exchange.

6. Presentation Layer
The Presentation layer focuses on data representation by translating, encrypting, and compressing data so that it can be properly understood by the receiving system. Technologies such as SSL/TLS operate at this level.

7. Application Layer
The Application layer is the topmost layer and provides network services directly to end users and applications. It enables interaction with the network through protocols such as HTTP, FTP, and SMTP.
Rubrics","Excellent: All 7 layers listed in correct order (2.0) | Good: 5–6 correct, minor order issue (1.5) | Average: 3–4 correct (1.0) | Poor: ≤2 or incorrect (0–0.5)"
247_c1,1,Explanation of Layers with diagram (4 Marks),4.0,rater2,,247,images/247.png,Q19: describe the 7 layers of OSI model (10 Marks),"The OSI (Open Systems Interconnection) model is a conceptual framework that divides network communication into seven layers, each responsible for a specific function. This layered approach helps in understanding, designing, and troubleshooting network systems.
OSI Model Diagram
+---------------------+
| 7. Application      |
+---------------------+
| 6. Presentation     |
+---------------------+
| 5. Session          |
+---------------------+
| 4. Transport        |
+---------------------+
| 3. Network          |
+---------------------+
| 2. Data Link        |
+---------------------+
| 1. Physical         |
+---------------------+
1. Physical Layer
The Physical layer is responsible for transmitting raw bits over a physical medium. It deals with hardware components such as cables, connectors, and electrical signals, ensuring that data is physically sent from one device to another.

2. Data Link Layer
The Data Link layer ensures reliable communication between directly connected devices by organizing data into frames and performing error detection. It also uses MAC addresses to identify devices within the same network.

3. Network Layer
The Network layer handles logical addressing and routing, determining the best path for data packets to travel from the source to the destination across multiple networks. Protocols such as IP operate at this layer.

4. Transport Layer
The Transport layer provides reliable data transfer through segmentation, flow control, and error recovery. It uses protocols like TCP for reliable communication and UDP for faster, connectionless transmission.

5. Session Layer
The Session layer is responsible for establishing, managing, and terminating communication sessions between applications. It maintains synchronization and controls the dialog during data exchange.

6. Presentation Layer
The Presentation layer focuses on data representation by translating, encrypting, and compressing data so that it can be properly understood by the receiving system. Technologies such as SSL/TLS operate at this level.

7. Application Layer
The Application layer is the topmost layer and provides network services directly to end users and applications. It enables interaction with the network through protocols such as HTTP, FTP, and SMTP.
Rubrics",Excellent: Accurate explanation of all 7 layers with full diagram (4.0) | Good: Most layers explained correctly and no/partial diagram (3.0) | Average: Partial explanation and no  diagram (2.0) | Poor: Incorrect or missing diagram or explaination (0-1.0)
247_c2,2,Technical Accuracy (2 Marks),2.0,rater2,,247,images/247.png,Q19: describe the 7 layers of OSI model (10 Marks),"The OSI (Open Systems Interconnection) model is a conceptual framework that divides network communication into seven layers, each responsible for a specific function. This layered approach helps in understanding, designing, and troubleshooting network systems.
OSI Model Diagram
+---------------------+
| 7. Application      |
+---------------------+
| 6. Presentation     |
+---------------------+
| 5. Session          |
+---------------------+
| 4. Transport        |
+---------------------+
| 3. Network          |
+---------------------+
| 2. Data Link        |
+---------------------+
| 1. Physical         |
+---------------------+
1. Physical Layer
The Physical layer is responsible for transmitting raw bits over a physical medium. It deals with hardware components such as cables, connectors, and electrical signals, ensuring that data is physically sent from one device to another.

2. Data Link Layer
The Data Link layer ensures reliable communication between directly connected devices by organizing data into frames and performing error detection. It also uses MAC addresses to identify devices within the same network.

3. Network Layer
The Network layer handles logical addressing and routing, determining the best path for data packets to travel from the source to the destination across multiple networks. Protocols such as IP operate at this layer.

4. Transport Layer
The Transport layer provides reliable data transfer through segmentation, flow control, and error recovery. It uses protocols like TCP for reliable communication and UDP for faster, connectionless transmission.

5. Session Layer
The Session layer is responsible for establishing, managing, and terminating communication sessions between applications. It maintains synchronization and controls the dialog during data exchange.

6. Presentation Layer
The Presentation layer focuses on data representation by translating, encrypting, and compressing data so that it can be properly understood by the receiving system. Technologies such as SSL/TLS operate at this level.

7. Application Layer
The Application layer is the topmost layer and provides network services directly to end users and applications. It enables interaction with the network through protocols such as HTTP, FTP, and SMTP.
Rubrics",Excellent: Correct terminology used consistently (2.0) | Good: Minor mistakes (1.5) | Average: Limited technical terms (1.0) | Poor: Incorrect terminology (0-0.5)
247_c3,3,Examples/Protocols(1 Mark),1.0,rater2,,247,images/247.png,Q19: describe the 7 layers of OSI model (10 Marks),"The OSI (Open Systems Interconnection) model is a conceptual framework that divides network communication into seven layers, each responsible for a specific function. This layered approach helps in understanding, designing, and troubleshooting network systems.
OSI Model Diagram
+---------------------+
| 7. Application      |
+---------------------+
| 6. Presentation     |
+---------------------+
| 5. Session          |
+---------------------+
| 4. Transport        |
+---------------------+
| 3. Network          |
+---------------------+
| 2. Data Link        |
+---------------------+
| 1. Physical         |
+---------------------+
1. Physical Layer
The Physical layer is responsible for transmitting raw bits over a physical medium. It deals with hardware components such as cables, connectors, and electrical signals, ensuring that data is physically sent from one device to another.

2. Data Link Layer
The Data Link layer ensures reliable communication between directly connected devices by organizing data into frames and performing error detection. It also uses MAC addresses to identify devices within the same network.

3. Network Layer
The Network layer handles logical addressing and routing, determining the best path for data packets to travel from the source to the destination across multiple networks. Protocols such as IP operate at this layer.

4. Transport Layer
The Transport layer provides reliable data transfer through segmentation, flow control, and error recovery. It uses protocols like TCP for reliable communication and UDP for faster, connectionless transmission.

5. Session Layer
The Session layer is responsible for establishing, managing, and terminating communication sessions between applications. It maintains synchronization and controls the dialog during data exchange.

6. Presentation Layer
The Presentation layer focuses on data representation by translating, encrypting, and compressing data so that it can be properly understood by the receiving system. Technologies such as SSL/TLS operate at this level.

7. Application Layer
The Application layer is the topmost layer and provides network services directly to end users and applications. It enables interaction with the network through protocols such as HTTP, FTP, and SMTP.
Rubrics",Excellent: Relevant examples for multiple layers (1.0) | Good: Some examples (0.5–0.75) | Average: Very Few Examples (0.25) | Poor: No examples (0)
247_c4,4,Clarity & Organization (1 Mark),1.0,rater2,,247,images/247.png,Q19: describe the 7 layers of OSI model (10 Marks),"The OSI (Open Systems Interconnection) model is a conceptual framework that divides network communication into seven layers, each responsible for a specific function. This layered approach helps in understanding, designing, and troubleshooting network systems.
OSI Model Diagram
+---------------------+
| 7. Application      |
+---------------------+
| 6. Presentation     |
+---------------------+
| 5. Session          |
+---------------------+
| 4. Transport        |
+---------------------+
| 3. Network          |
+---------------------+
| 2. Data Link        |
+---------------------+
| 1. Physical         |
+---------------------+
1. Physical Layer
The Physical layer is responsible for transmitting raw bits over a physical medium. It deals with hardware components such as cables, connectors, and electrical signals, ensuring that data is physically sent from one device to another.

2. Data Link Layer
The Data Link layer ensures reliable communication between directly connected devices by organizing data into frames and performing error detection. It also uses MAC addresses to identify devices within the same network.

3. Network Layer
The Network layer handles logical addressing and routing, determining the best path for data packets to travel from the source to the destination across multiple networks. Protocols such as IP operate at this layer.

4. Transport Layer
The Transport layer provides reliable data transfer through segmentation, flow control, and error recovery. It uses protocols like TCP for reliable communication and UDP for faster, connectionless transmission.

5. Session Layer
The Session layer is responsible for establishing, managing, and terminating communication sessions between applications. It maintains synchronization and controls the dialog during data exchange.

6. Presentation Layer
The Presentation layer focuses on data representation by translating, encrypting, and compressing data so that it can be properly understood by the receiving system. Technologies such as SSL/TLS operate at this level.

7. Application Layer
The Application layer is the topmost layer and provides network services directly to end users and applications. It enables interaction with the network through protocols such as HTTP, FTP, and SMTP.
Rubrics","Excellent: Very clear, neat diagrams/tables, strong justification (1.0) | Good: Clear explanation (0.75) | Average: Understandable but not neat (0.5) | Poor: Poorly organized (0-0.25)"
291_def,0,Definition of Data Mining,4.0,rater2,,291,images/291.png,What is Data Mining? Describe the steps of the KDD (Knowledge Discovery in Databases) process and explain why data mining is essential in modern organizations.,"Definition of Data Mining:
Data mining is the process of discovering meaningful patterns, knowledge, or useful information from large datasets using techniques from statistics, machine learning, and pattern recognition.
Steps of the KDD Process:
The Knowledge Discovery in Databases (KDD) process includes the following main steps:
1. Data Selection
2. Data Preprocessing / Cleaning
3. Data Transformation
4. Data Mining
5. Pattern Evaluation
6. Knowledge Presentation
Justification / Importance of Data Mining:
Data mining is essential in modern organizations because it enables data-driven decision making and provides insights that would otherwise remain hidden in large datasets. By analyzing customer behavior, transaction patterns, and market trends, organizations can make strategic decisions that improve efficiency, increase revenue, and reduce risks.

For example, a retail company can analyze purchase histories to recommend products to customers, thereby increasing sales and enhancing customer satisfaction. Similarly, banks can detect fraudulent transactions by identifying unusual patterns in account activity, which helps prevent financial losses.
Rubrics for DataMining ",Excellent (4): Clear and correct definition explaining discovery of useful patterns/knowledge from large datasets | Good (3): Correct definition but slightly incomplete | Average (2): Basic idea mentioned but not clearly defined | Poor (0-1): Incorrect or missing definition
291_kdd,1,KDD Process Steps,4.0,rater2,,291,images/291.png,What is Data Mining? Describe the steps of the KDD (Knowledge Discovery in Databases) process and explain why data mining is essential in modern organizations.,"Definition of Data Mining:
Data mining is the process of discovering meaningful patterns, knowledge, or useful information from large datasets using techniques from statistics, machine learning, and pattern recognition.
Steps of the KDD Process:
The Knowledge Discovery in Databases (KDD) process includes the following main steps:
1. Data Selection
2. Data Preprocessing / Cleaning
3. Data Transformation
4. Data Mining
5. Pattern Evaluation
6. Knowledge Presentation
Justification / Importance of Data Mining:
Data mining is essential in modern organizations because it enables data-driven decision making and provides insights that would otherwise remain hidden in large datasets. By analyzing customer behavior, transaction patterns, and market trends, organizations can make strategic decisions that improve efficiency, increase revenue, and reduce risks.

For example, a retail company can analyze purchase histories to recommend products to customers, thereby increasing sales and enhancing customer satisfaction. Similarly, banks can detect fraudulent transactions by identifying unusual patterns in account activity, which helps prevent financial losses.
Rubrics for DataMining ","Excellent (4): Most or all steps correctly identified (selection, preprocessing, transformation, data mining, evaluation, presentation) | Good (3): Several steps identified but some missing | Average (2): Few steps mentioned with limited understanding | Poor (0-1): Steps mostly incorrect or missing"
291_c2,2,Importance of Data Mining Marks=(4),4.0,rater2,,291,images/291.png,What is Data Mining? Describe the steps of the KDD (Knowledge Discovery in Databases) process and explain why data mining is essential in modern organizations.,"Definition of Data Mining:
Data mining is the process of discovering meaningful patterns, knowledge, or useful information from large datasets using techniques from statistics, machine learning, and pattern recognition.
Steps of the KDD Process:
The Knowledge Discovery in Databases (KDD) process includes the following main steps:
1. Data Selection
2. Data Preprocessing / Cleaning
3. Data Transformation
4. Data Mining
5. Pattern Evaluation
6. Knowledge Presentation
Justification / Importance of Data Mining:
Data mining is essential in modern organizations because it enables data-driven decision making and provides insights that would otherwise remain hidden in large datasets. By analyzing customer behavior, transaction patterns, and market trends, organizations can make strategic decisions that improve efficiency, increase revenue, and reduce risks.

For example, a retail company can analyze purchase histories to recommend products to customers, thereby increasing sales and enhancing customer satisfaction. Similarly, banks can detect fraudulent transactions by identifying unusual patterns in account activity, which helps prevent financial losses.
Rubrics for DataMining ",Excellent (4): Strong justification with clear reasoning | Good (3): Reasonable justification but limited explanation | Average (2): General statement with weak reasoning | Poor (0-1): No clear justification
291_ex,3,Example / Application,4.0,rater2,,291,images/291.png,What is Data Mining? Describe the steps of the KDD (Knowledge Discovery in Databases) process and explain why data mining is essential in modern organizations.,"Definition of Data Mining:
Data mining is the process of discovering meaningful patterns, knowledge, or useful information from large datasets using techniques from statistics, machine learning, and pattern recognition.
Steps of the KDD Process:
The Knowledge Discovery in Databases (KDD) process includes the following main steps:
1. Data Selection
2. Data Preprocessing / Cleaning
3. Data Transformation
4. Data Mining
5. Pattern Evaluation
6. Knowledge Presentation
Justification / Importance of Data Mining:
Data mining is essential in modern organizations because it enables data-driven decision making and provides insights that would otherwise remain hidden in large datasets. By analyzing customer behavior, transaction patterns, and market trends, organizations can make strategic decisions that improve efficiency, increase revenue, and reduce risks.

For example, a retail company can analyze purchase histories to recommend products to customers, thereby increasing sales and enhancing customer satisfaction. Similarly, banks can detect fraudulent transactions by identifying unusual patterns in account activity, which helps prevent financial losses.
Rubrics for DataMining ","Excellent (4): Relevant real-world example provided (e.g., marketing, fraud detection, recommendation systems) | Good (3): Example provided but not well explained | Average (2): Vague or unclear example | Poor (0-1): No example"
143_c0,0,Understanding of normalization and related problems(3),3.0,rater2,,143,images/143.png,"Question 1. In database systems, poor design can lead to data redundancy and update anomalies.","Answer 1: Poor database design leads to data redundancy and update anomalies. Redundancy means storing the same data repeatedly, which increases storage and causes inconsistency. The main anomalies are:

Insertion anomaly: Cannot insert data without adding unrelated information
Deletion anomaly: Deleting a record may remove useful data
Update anomaly: Same data must be updated in multiple rows

Normalization is used to organize data and eliminate these problems.

Normal Forms:

1NF: Ensures atomic values and removes repeating groups
2NF: Removes partial dependency (non-key depends on full primary key)
3NF: Removes transitive dependency (non-key depends only on primary key)

Example:

Unnormalized Table:
StudentID | Course | Instructor | InstructorPhone
1 | DBMS | Rahim | 017XX
1 | AI | Karim | 018XX

Problems: Instructor data is repeated → redundancy and update anomaly.

After Normalization:

StudentCourse:
StudentID | Course

CourseInstructor:
Course | Instructor | InstructorPhone

Now redundancy is minimized and anomalies are removed.
Answer 2:A poorly designed database suffers from redundancy and update anomalies, which reduce data consistency.

Suppose we have a table:
OrderID | CustomerName | CustomerAddress | Product

If a customer places multiple orders, their address is stored repeatedly → data redundancy.

Anomalies:

Insertion anomaly: Cannot add a new customer without an order
Deletion anomaly: Deleting last order removes customer info
Update anomaly: Changing address requires multiple updates

To solve this, we apply normalization.

Normal Forms:

1NF: Removes repeating attributes
2NF: Eliminates partial dependency
3NF: Eliminates transitive dependency

Normalized Tables:

Customer:
CustomerID | Name | Address

Order:
OrderID | CustomerID | Product

Now each fact is stored once, reducing redundancy and eliminating anomalies.
Answer 3: Poor database design causes redundant data storage and anomalies (insertion, deletion, update), leading to inconsistency.

Normalization is a step-by-step process to improve database structure.

Example (Unnormalized Table):
StudentID | StudentName | Course | Instructor | InstructorOffice

Problems:

Instructor details repeated → redundancy
Update anomaly if instructor office changes
Step 1: Convert to 1NF

Ensure atomic values (already satisfied, no repeating groups)

Step 2: Convert to 2NF

Remove partial dependency:

StudentName depends only on StudentID

Student Table:
StudentID | StudentName

Step 3: Convert to 3NF

Remove transitive dependency:

InstructorOffice depends on Instructor

Course Table:
Course | Instructor

Instructor Table:
Instructor | InstructorOffice

Now:

No redundant data
All anomalies removed
Database is well-structured
Rubrics","Excellent (2/3): Clearly explains normalization purpose; correctly identifies redundancy and all anomalies (insertion, deletion, update) with reasoning | Good (0.5-2):  Explains normalization and anomalies but misses depth or one type | Average (0.2-0.5):  Basic idea; anomalies unclear or partially incorrect | Poor (0-0.2):  No clear understanding; mostly incorrect"
143_c1,1,Explanation of normal forms(3),3.0,rater2,,143,images/143.png,"Question 1. In database systems, poor design can lead to data redundancy and update anomalies.","Answer 1: Poor database design leads to data redundancy and update anomalies. Redundancy means storing the same data repeatedly, which increases storage and causes inconsistency. The main anomalies are:

Insertion anomaly: Cannot insert data without adding unrelated information
Deletion anomaly: Deleting a record may remove useful data
Update anomaly: Same data must be updated in multiple rows

Normalization is used to organize data and eliminate these problems.

Normal Forms:

1NF: Ensures atomic values and removes repeating groups
2NF: Removes partial dependency (non-key depends on full primary key)
3NF: Removes transitive dependency (non-key depends only on primary key)

Example:

Unnormalized Table:
StudentID | Course | Instructor | InstructorPhone
1 | DBMS | Rahim | 017XX
1 | AI | Karim | 018XX

Problems: Instructor data is repeated → redundancy and update anomaly.

After Normalization:

StudentCourse:
StudentID | Course

CourseInstructor:
Course | Instructor | InstructorPhone

Now redundancy is minimized and anomalies are removed.
Answer 2:A poorly designed database suffers from redundancy and update anomalies, which reduce data consistency.

Suppose we have a table:
OrderID | CustomerName | CustomerAddress | Product

If a customer places multiple orders, their address is stored repeatedly → data redundancy.

Anomalies:

Insertion anomaly: Cannot add a new customer without an order
Deletion anomaly: Deleting last order removes customer info
Update anomaly: Changing address requires multiple updates

To solve this, we apply normalization.

Normal Forms:

1NF: Removes repeating attributes
2NF: Eliminates partial dependency
3NF: Eliminates transitive dependency

Normalized Tables:

Customer:
CustomerID | Name | Address

Order:
OrderID | CustomerID | Product

Now each fact is stored once, reducing redundancy and eliminating anomalies.
Answer 3: Poor database design causes redundant data storage and anomalies (insertion, deletion, update), leading to inconsistency.

Normalization is a step-by-step process to improve database structure.

Example (Unnormalized Table):
StudentID | StudentName | Course | Instructor | InstructorOffice

Problems:

Instructor details repeated → redundancy
Update anomaly if instructor office changes
Step 1: Convert to 1NF

Ensure atomic values (already satisfied, no repeating groups)

Step 2: Convert to 2NF

Remove partial dependency:

StudentName depends only on StudentID

Student Table:
StudentID | StudentName

Step 3: Convert to 3NF

Remove transitive dependency:

InstructorOffice depends on Instructor

Course Table:
Course | Instructor

Instructor Table:
Instructor | InstructorOffice

Now:

No redundant data
All anomalies removed
Database is well-structured
Rubrics","Excellent (2/3):  Correctly explains 1NF, 2NF, 3NF with conditions and how they remove anomalies | Good (0.5-2):  Explains normal forms with minor mistakes or missing details | Average (0.2-0.5):  Mentions normal forms but incomplete/partially wrong | Poor (0-0.2): Incorrect or missing explanation"
143_c2,2,Use of example(2),2.0,rater2,,143,images/143.png,"Question 1. In database systems, poor design can lead to data redundancy and update anomalies.","Answer 1: Poor database design leads to data redundancy and update anomalies. Redundancy means storing the same data repeatedly, which increases storage and causes inconsistency. The main anomalies are:

Insertion anomaly: Cannot insert data without adding unrelated information
Deletion anomaly: Deleting a record may remove useful data
Update anomaly: Same data must be updated in multiple rows

Normalization is used to organize data and eliminate these problems.

Normal Forms:

1NF: Ensures atomic values and removes repeating groups
2NF: Removes partial dependency (non-key depends on full primary key)
3NF: Removes transitive dependency (non-key depends only on primary key)

Example:

Unnormalized Table:
StudentID | Course | Instructor | InstructorPhone
1 | DBMS | Rahim | 017XX
1 | AI | Karim | 018XX

Problems: Instructor data is repeated → redundancy and update anomaly.

After Normalization:

StudentCourse:
StudentID | Course

CourseInstructor:
Course | Instructor | InstructorPhone

Now redundancy is minimized and anomalies are removed.
Answer 2:A poorly designed database suffers from redundancy and update anomalies, which reduce data consistency.

Suppose we have a table:
OrderID | CustomerName | CustomerAddress | Product

If a customer places multiple orders, their address is stored repeatedly → data redundancy.

Anomalies:

Insertion anomaly: Cannot add a new customer without an order
Deletion anomaly: Deleting last order removes customer info
Update anomaly: Changing address requires multiple updates

To solve this, we apply normalization.

Normal Forms:

1NF: Removes repeating attributes
2NF: Eliminates partial dependency
3NF: Eliminates transitive dependency

Normalized Tables:

Customer:
CustomerID | Name | Address

Order:
OrderID | CustomerID | Product

Now each fact is stored once, reducing redundancy and eliminating anomalies.
Answer 3: Poor database design causes redundant data storage and anomalies (insertion, deletion, update), leading to inconsistency.

Normalization is a step-by-step process to improve database structure.

Example (Unnormalized Table):
StudentID | StudentName | Course | Instructor | InstructorOffice

Problems:

Instructor details repeated → redundancy
Update anomaly if instructor office changes
Step 1: Convert to 1NF

Ensure atomic values (already satisfied, no repeating groups)

Step 2: Convert to 2NF

Remove partial dependency:

StudentName depends only on StudentID

Student Table:
StudentID | StudentName

Step 3: Convert to 3NF

Remove transitive dependency:

InstructorOffice depends on Instructor

Course Table:
Course | Instructor

Instructor Table:
Instructor | InstructorOffice

Now:

No redundant data
All anomalies removed
Database is well-structured
Rubrics",Excellent (2/3):  Clear table/example; shows anomalies and normalization steps correctly | Good (0.5-2):  Relevant example but explanation partially unclear | Average (0.2-0.5):  Example present but weak connection to concept | Poor (0-0.2):  No example or incorrect
